File,Start Line,End Line,Api,Type,Tips
core/layers/CausalLSTMCell.py,44,44,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/CausalLSTMCell.py,45,45,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/CausalLSTMCell.py,46,46,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/CausalLSTMCell.py,51,51,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/CausalLSTMCell.py,52,52,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/CausalLSTMCell.py,53,53,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/CausalLSTMCell.py,58,58,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/CausalLSTMCell.py,59,59,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/CausalLSTMCell.py,60,60,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/CausalLSTMCell.py,65,65,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/CausalLSTMCell.py,66,66,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/CausalLSTMCell.py,67,67,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/CausalLSTMCell.py,72,72,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/CausalLSTMCell.py,74,74,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/CausalLSTMCell.py,88,88,torch.split,SUPPORTED,"The corresponding api of ""torch.split"" is ""mindspore.ops.Split"", will be converted to ""x2ms_adapter.split"" by x2mindspore."
core/layers/CausalLSTMCell.py,90,90,torch.split,SUPPORTED,"The corresponding api of ""torch.split"" is ""mindspore.ops.Split"", will be converted to ""x2ms_adapter.split"" by x2mindspore."
core/layers/CausalLSTMCell.py,91,91,torch.split,SUPPORTED,"The corresponding api of ""torch.split"" is ""mindspore.ops.Split"", will be converted to ""x2ms_adapter.split"" by x2mindspore."
core/layers/CausalLSTMCell.py,92,92,torch.split,SUPPORTED,"The corresponding api of ""torch.split"" is ""mindspore.ops.Split"", will be converted to ""x2ms_adapter.split"" by x2mindspore."
core/layers/CausalLSTMCell.py,94,94,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
core/layers/CausalLSTMCell.py,95,95,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
core/layers/CausalLSTMCell.py,96,96,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
core/layers/CausalLSTMCell.py,100,100,torch.split,SUPPORTED,"The corresponding api of ""torch.split"" is ""mindspore.ops.Split"", will be converted to ""x2ms_adapter.split"" by x2mindspore."
core/layers/CausalLSTMCell.py,102,102,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
core/layers/CausalLSTMCell.py,103,103,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
core/layers/CausalLSTMCell.py,104,104,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
core/layers/CausalLSTMCell.py,106,106,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
core/layers/CausalLSTMCell.py,109,109,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
core/layers/CausalLSTMCell.py,110,110,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/layers/CausalLSTMCell.py,112,112,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
core/layers/CausalLSTMCell.py,119,119,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
core/layers/CausalLSTMCell.py,123,123,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
core/layers/Discriminator.py,10,10,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
core/layers/Discriminator.py,17,17,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/Discriminator.py,18,18,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/Discriminator.py,20,20,torch.nn.GroupNorm,SUPPORTED,"The corresponding api of ""torch.nn.GroupNorm"" is ""mindspore.nn.GroupNorm"", will be converted to ""x2ms_nn.GroupNorm"" by x2mindspore."
core/layers/Discriminator.py,21,21,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_nn.ReLU"" by x2mindspore."
core/layers/Discriminator.py,27,27,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/Discriminator.py,30,30,torch.nn.GroupNorm,SUPPORTED,"The corresponding api of ""torch.nn.GroupNorm"" is ""mindspore.nn.GroupNorm"", will be converted to ""x2ms_nn.GroupNorm"" by x2mindspore."
core/layers/Discriminator.py,32,32,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_nn.ReLU"" by x2mindspore."
core/layers/Discriminator.py,34,34,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/Discriminator.py,35,35,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
core/layers/Discriminator.py,36,36,torch.nn.Sigmoid,SUPPORTED,"The corresponding api of ""torch.nn.Sigmoid"" is ""mindspore.nn.Sigmoid"", will be converted to ""x2ms_nn.Sigmoid"" by x2mindspore."
core/layers/Discriminator.py,53,53,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/layers/Discriminator.py,54,54,torch.mean,SUPPORTED,"The corresponding api of ""torch.mean"" is ""mindspore.ops.ReduceMean"", will be converted to ""x2ms_adapter.x2ms_mean"" by x2mindspore."
core/layers/Discriminator.py,55,55,torch.stack,SUPPORTED,"The corresponding api of ""torch.stack"" is ""mindspore.ops.Stack"", will be converted to ""x2ms_adapter.stack"" by x2mindspore."
core/layers/GradientHighwayUnit.py,5,5,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
core/layers/GradientHighwayUnit.py,12,12,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/GradientHighwayUnit.py,13,13,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/GradientHighwayUnit.py,18,18,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/GradientHighwayUnit.py,19,19,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/GradientHighwayUnit.py,20,20,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/GradientHighwayUnit.py,25,25,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/GradientHighwayUnit.py,33,33,torch.split,SUPPORTED,"The corresponding api of ""torch.split"" is ""mindspore.ops.Split"", will be converted to ""x2ms_adapter.split"" by x2mindspore."
core/layers/GradientHighwayUnit.py,34,34,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
core/layers/GradientHighwayUnit.py,35,35,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,6,6,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,16,16,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,17,17,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,18,18,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,22,22,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,23,23,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,24,24,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,25,25,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_nn.ReLU"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,26,26,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,31,31,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,32,32,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,33,33,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,34,34,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_nn.ReLU"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,35,35,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,40,40,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,41,41,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,45,45,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,46,46,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,47,47,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,49,49,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,50,50,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,51,51,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,53,53,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,54,54,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,55,55,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,57,57,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,58,58,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,59,59,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,61,61,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,70,70,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,71,71,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,72,72,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,76,76,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,77,77,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,78,78,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,82,82,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,83,83,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,84,84,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,88,88,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,89,89,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,90,90,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,93,93,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,94,94,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,95,95,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,96,96,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,100,100,torch.nn.TransformerEncoderLayer,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoderLayer"" is ""mindspore.nn.transformer.TransformerEncoderLayer""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoderLayer"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,104,104,torch.nn.TransformerEncoder,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoder"" is ""mindspore.nn.transformer.TransformerEncoder""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoder"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,107,107,torch.nn.TransformerEncoderLayer,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoderLayer"" is ""mindspore.nn.transformer.TransformerEncoderLayer""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoderLayer"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,111,111,torch.nn.TransformerEncoder,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoder"" is ""mindspore.nn.transformer.TransformerEncoder""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoder"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,114,114,torch.nn.TransformerEncoderLayer,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoderLayer"" is ""mindspore.nn.transformer.TransformerEncoderLayer""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoderLayer"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,118,118,torch.nn.TransformerEncoder,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoder"" is ""mindspore.nn.transformer.TransformerEncoder""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoder"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,122,122,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,123,123,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,124,124,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,128,128,torch.nn.TransformerEncoderLayer,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoderLayer"" is ""mindspore.nn.transformer.TransformerEncoderLayer""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoderLayer"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,132,132,torch.nn.TransformerEncoder,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoder"" is ""mindspore.nn.transformer.TransformerEncoder""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoder"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,135,135,torch.nn.TransformerEncoderLayer,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoderLayer"" is ""mindspore.nn.transformer.TransformerEncoderLayer""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoderLayer"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,139,139,torch.nn.TransformerEncoder,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoder"" is ""mindspore.nn.transformer.TransformerEncoder""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoder"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,142,142,torch.nn.TransformerEncoderLayer,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoderLayer"" is ""mindspore.nn.transformer.TransformerEncoderLayer""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoderLayer"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,146,146,torch.nn.TransformerEncoder,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoder"" is ""mindspore.nn.transformer.TransformerEncoder""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoder"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,152,152,torch.nn.TransformerEncoderLayer,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoderLayer"" is ""mindspore.nn.transformer.TransformerEncoderLayer""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoderLayer"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,156,156,torch.nn.TransformerEncoder,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoder"" is ""mindspore.nn.transformer.TransformerEncoder""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoder"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,159,159,torch.nn.TransformerEncoderLayer,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoderLayer"" is ""mindspore.nn.transformer.TransformerEncoderLayer""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoderLayer"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,163,163,torch.nn.TransformerEncoder,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoder"" is ""mindspore.nn.transformer.TransformerEncoder""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoder"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,166,166,torch.nn.TransformerEncoderLayer,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoderLayer"" is ""mindspore.nn.transformer.TransformerEncoderLayer""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoderLayer"" by x2mindspore."
core/layers/InterDST_LSTMCell.py,170,170,torch.nn.TransformerEncoder,SUPPORTED,"The corresponding api of ""torch.nn.TransformerEncoder"" is ""mindspore.nn.transformer.TransformerEncoder""(since v1.6), will be converted to ""x2ms_nn.TransformerEncoder"" by x2mindspore."
